date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-08,US_MO_29167,57.14,,,,,,,,
2020-06-08,US_MO_29169,23.13,,,,,,,,
2020-06-08,US_MO_29175,46.43,,,,,,,,
2020-06-08,US_MO_29177,40.34,,,,,,,,
2020-06-08,US_MO_29183,40.93,,,,,,,,
2020-06-08,US_MO_29185,4.16,,,,,,,,
2020-06-08,US_MO_29186,44.63,,,,,,,,
2020-06-08,US_MO_29187,73.64,,,,,,,,
2020-06-08,US_MO_29189,13.64,,,,,,,,
2020-06-08,US_MO_29195,30.72,,,,,,,,
2020-06-08,US_MO_29201,61.71,,,,,,,,
2020-06-08,US_MO_29207,37.57,,,,,,,,
2020-06-08,US_MO_29209,207.76,,,,,,,,
2020-06-08,US_MO_29213,176.84,,,,,,,,
2020-06-08,US_MO_29217,50.25,,,,,,,,
2020-06-08,US_MO_29219,56.63,,,,,,,,
2020-06-08,US_MO_29225,49.98,,,,,,,,
2020-06-08,US_MS,25.56,,,,,,,,
2020-06-08,US_MS_28001,11.52,,,,,,,,
2020-06-08,US_MS_28003,47.68,,,,,,,,
2020-06-08,US_MS_28007,33.22,,,,,,,,
2020-06-08,US_MS_28011,-1.09,,,,,,,,
2020-06-08,US_MS_28017,23.88,,,,,,,,
2020-06-08,US_MS_28023,41.75,,,,,,,,
2020-06-08,US_MS_28025,27.55,,,,,,,,
2020-06-08,US_MS_28027,21.78,,,,,,,,
2020-06-08,US_MS_28029,5.7,,,,,,,,
2020-06-08,US_MS_28031,36.3,,,,,,,,
2020-06-08,US_MS_28033,29.93,,,,,,,,
2020-06-08,US_MS_28035,34.72,,,,,,,,
2020-06-08,US_MS_28039,34.89,,,,,,,,
2020-06-08,US_MS_28043,22.5,,,,,,,,
2020-06-08,US_MS_28045,22.97,,,,,,,,
2020-06-08,US_MS_28047,22.39,,,,,,,,
2020-06-08,US_MS_28049,18.08,,,,,,,,
2020-06-08,US_MS_28051,-8.94,,,,,,,,
2020-06-08,US_MS_28057,38.12,,,,,,,,
2020-06-08,US_MS_28059,22.15,,,,,,,,
2020-06-08,US_MS_28061,25.02,,,,,,,,
2020-06-08,US_MS_28067,41.57,,,,,,,,
2020-06-08,US_MS_28071,25.82,,,,,,,,
2020-06-08,US_MS_28073,41.45,,,,,,,,
2020-06-08,US_MS_28075,38.91,,,,,,,,
2020-06-08,US_MS_28079,13.88,,,,,,,,
2020-06-08,US_MS_28081,33.18,,,,,,,,
2020-06-08,US_MS_28083,34.63,,,,,,,,
2020-06-08,US_MS_28085,23.54,,,,,,,,
2020-06-08,US_MS_28087,16.86,,,,,,,,
2020-06-08,US_MS_28089,29.39,,,,,,,,
2020-06-08,US_MS_28091,31.44,,,,,,,,
2020-06-08,US_MS_28093,37.38,,,,,,,,
2020-06-08,US_MS_28095,26.88,,,,,,,,
2020-06-08,US_MS_28097,1.45,,,,,,,,
2020-06-08,US_MS_28099,13.63,,,,,,,,
2020-06-08,US_MS_28101,30.79,,,,,,,,
2020-06-08,US_MS_28105,-10.39,,,,,,,,
2020-06-08,US_MS_28107,25.81,,,,,,,,
2020-06-08,US_MS_28109,15.27,,,,,,,,
2020-06-08,US_MS_28113,50.22,,,,,,,,
2020-06-08,US_MS_28115,26.57,,,,,,,,
2020-06-08,US_MS_28117,24.74,,,,,,,,
2020-06-08,US_MS_28121,26.2,,,,,,,,
2020-06-08,US_MS_28123,33.01,,,,,,,,
2020-06-08,US_MS_28127,47.29,,,,,,,,
2020-06-08,US_MS_28131,-11.98,,,,,,,,
2020-06-08,US_MS_28133,-6.01,,,,,,,,
2020-06-08,US_MS_28137,19.66,,,,,,,,
2020-06-08,US_MS_28139,54.73,,,,,,,,
2020-06-08,US_MS_28141,57.12,,,,,,,,
2020-06-08,US_MS_28143,12.58,,,,,,,,
2020-06-08,US_MS_28145,39.58,,,,,,,,
2020-06-08,US_MS_28149,28.63,,,,,,,,
2020-06-08,US_MS_28151,4.42,,,,,,,,
2020-06-08,US_MS_28153,47.5,,,,,,,,
2020-06-08,US_MS_28159,10.68,,,,,,,,
2020-06-08,US_MS_28161,7.74,,,,,,,,
2020-06-08,US_MS_28163,15.49,,,,,,,,
2020-06-08,US_MT,99.9,,,,,,,,
2020-06-08,US_MT_30001,34.13,,,,,,,,
2020-06-08,US_MT_30013,95.5,,,,,,,,
2020-06-08,US_MT_30029,144.03,,,,,,,,
2020-06-08,US_MT_30031,69.5,,,,,,,,
2020-06-08,US_MT_30047,121.29,,,,,,,,
2020-06-08,US_MT_30049,72.12,,,,,,,,
2020-06-08,US_MT_30057,20.43,,,,,,,,
2020-06-08,US_MT_30063,99.98,,,,,,,,
2020-06-08,US_MT_30081,144.88,,,,,,,,
2020-06-08,US_MT_30093,84.85,,,,,,,,
2020-06-08,US_MT_30111,101.29,,,,,,,,
2020-06-08,US_NC,33.88,,,,,,,,
2020-06-08,US_NC_37001,32.16,,,,,,,,
2020-06-08,US_NC_37003,58.6,,,,,,,,
2020-06-08,US_NC_37007,93.39,,,,,,,,
2020-06-08,US_NC_37009,106.9,,,,,,,,
2020-06-08,US_NC_37011,115.95,,,,,,,,
2020-06-08,US_NC_37013,53.06,,,,,,,,
2020-06-08,US_NC_37017,75.83,,,,,,,,
2020-06-08,US_NC_37019,126.34,,,,,,,,
2020-06-08,US_NC_37021,35.11,,,,,,,,
2020-06-08,US_NC_37023,54.19,,,,,,,,
2020-06-08,US_NC_37025,44.5,,,,,,,,
2020-06-08,US_NC_37027,41.97,,,,,,,,
2020-06-08,US_NC_37031,187.25,,,,,,,,
2020-06-08,US_NC_37033,53.04,,,,,,,,
2020-06-08,US_NC_37035,44.02,,,,,,,,
2020-06-08,US_NC_37037,36.2,,,,,,,,
2020-06-08,US_NC_37039,101.55,,,,,,,,
2020-06-08,US_NC_37045,56.19,,,,,,,,
2020-06-08,US_NC_37047,94.33,,,,,,,,
2020-06-08,US_NC_37049,64.17,,,,,,,,
2020-06-08,US_NC_37051,45.96,,,,,,,,
2020-06-08,US_NC_37053,431.4,,,,,,,,
2020-06-08,US_NC_37055,537.91,,,,,,,,
2020-06-08,US_NC_37057,56.86,,,,,,,,
2020-06-08,US_NC_37059,53.26,,,,,,,,
2020-06-08,US_NC_37061,75.49,,,,,,,,
2020-06-08,US_NC_37063,4.75,,,,,,,,
2020-06-08,US_NC_37065,50.01,,,,,,,,
2020-06-08,US_NC_37067,26.6,,,,,,,,
2020-06-08,US_NC_37069,38.49,,,,,,,,
2020-06-08,US_NC_37071,42.63,,,,,,,,
2020-06-08,US_NC_37077,39.3,,,,,,,,
2020-06-08,US_NC_37079,64.06,,,,,,,,
2020-06-08,US_NC_37081,29.69,,,,,,,,
2020-06-08,US_NC_37083,79.65,,,,,,,,
2020-06-08,US_NC_37085,41.52,,,,,,,,
2020-06-08,US_NC_37087,73.62,,,,,,,,
2020-06-08,US_NC_37089,52.69,,,,,,,,
2020-06-08,US_NC_37091,14.16,,,,,,,,
2020-06-08,US_NC_37093,73.19,,,,,,,,
2020-06-08,US_NC_37097,42.52,,,,,,,,
2020-06-08,US_NC_37099,72.37,,,,,,,,
2020-06-08,US_NC_37101,43.65,,,,,,,,
2020-06-08,US_NC_37103,36.9,,,,,,,,
2020-06-08,US_NC_37105,34.54,,,,,,,,
2020-06-08,US_NC_37107,52.74,,,,,,,,
2020-06-08,US_NC_37109,45.86,,,,,,,,
2020-06-08,US_NC_37111,74.16,,,,,,,,
2020-06-08,US_NC_37113,109.67,,,,,,,,
2020-06-08,US_NC_37115,77.21,,,,,,,,
2020-06-08,US_NC_37117,66.86,,,,,,,,
2020-06-08,US_NC_37119,16.32,,,,,,,,
2020-06-08,US_NC_37123,86.37,,,,,,,,
2020-06-08,US_NC_37125,57.62,,,,,,,,
2020-06-08,US_NC_37127,54.05,,,,,,,,
2020-06-08,US_NC_37129,48.2,,,,,,,,
2020-06-08,US_NC_37131,86.05,,,,,,,,
2020-06-08,US_NC_37133,60.41,,,,,,,,
2020-06-08,US_NC_37135,0.46,,,,,,,,
2020-06-08,US_NC_37139,55.76,,,,,,,,
2020-06-08,US_NC_37141,96.21,,,,,,,,
2020-06-08,US_NC_37145,57.69,,,,,,,,
2020-06-08,US_NC_37147,22.31,,,,,,,,
2020-06-08,US_NC_37149,84.55,,,,,,,,
2020-06-08,US_NC_37151,53.32,,,,,,,,
2020-06-08,US_NC_37153,118.91,,,,,,,,
2020-06-08,US_NC_37155,60.2,,,,,,,,
2020-06-08,US_NC_37157,49.3,,,,,,,,
2020-06-08,US_NC_37159,45.1,,,,,,,,
2020-06-08,US_NC_37161,77.89,,,,,,,,
2020-06-08,US_NC_37163,53.28,,,,,,,,
2020-06-08,US_NC_37165,76.82,,,,,,,,
2020-06-08,US_NC_37167,41.52,,,,,,,,
2020-06-08,US_NC_37169,65.08,,,,,,,,
2020-06-08,US_NC_37171,58.96,,,,,,,,
2020-06-08,US_NC_37173,251.02,,,,,,,,
2020-06-08,US_NC_37175,99.14,,,,,,,,
2020-06-08,US_NC_37179,42.57,,,,,,,,
2020-06-08,US_NC_37181,60.92,,,,,,,,
2020-06-08,US_NC_37183,14.58,,,,,,,,
2020-06-08,US_NC_37185,97.65,,,,,,,,
2020-06-08,US_NC_37189,20.12,,,,,,,,
2020-06-08,US_NC_37191,54.79,,,,,,,,
2020-06-08,US_NC_37193,50.09,,,,,,,,
2020-06-08,US_NC_37195,48,,,,,,,,
2020-06-08,US_NC_37197,54.09,,,,,,,,
2020-06-08,US_ND,53.31,,,,,,,,
2020-06-08,US_ND_38015,78.9,,,,,,,,
2020-06-08,US_ND_38017,58.97,,,,,,,,
2020-06-08,US_ND_38035,39.04,,,,,,,,
2020-06-08,US_ND_38053,-27.32,,,,,,,,
2020-06-08,US_ND_38059,82.69,,,,,,,,
2020-06-08,US_ND_38061,8.61,,,,,,,,
2020-06-08,US_ND_38077,17.17,,,,,,,,
2020-06-08,US_ND_38089,78.95,,,,,,,,
2020-06-08,US_ND_38093,75.99,,,,,,,,
2020-06-08,US_ND_38101,69.69,,,,,,,,
2020-06-08,US_ND_38105,18.51,,,,,,,,
2020-06-08,US_NE,52.09,,,,,,,,
2020-06-08,US_NE_31001,53.39,,,,,,,,
2020-06-08,US_NE_31019,83.85,,,,,,,,
2020-06-08,US_NE_31025,75.81,,,,,,,,
2020-06-08,US_NE_31043,57.9,,,,,,,,
2020-06-08,US_NE_31047,100.19,,,,,,,,
2020-06-08,US_NE_31053,62.25,,,,,,,,
2020-06-08,US_NE_31055,43.58,,,,,,,,
2020-06-08,US_NE_31067,80.05,,,,,,,,
2020-06-08,US_NE_31079,74.12,,,,,,,,
2020-06-08,US_NE_31101,158.94,,,,,,,,
2020-06-08,US_NE_31109,35.23,,,,,,,,
2020-06-08,US_NE_31111,104.16,,,,,,,,
2020-06-08,US_NE_31119,61.62,,,,,,,,
2020-06-08,US_NE_31131,73.45,,,,,,,,
2020-06-08,US_NE_31141,61.86,,,,,,,,
2020-06-08,US_NE_31153,66.3,,,,,,,,
2020-06-08,US_NE_31155,77.48,,,,,,,,
2020-06-08,US_NE_31157,83.51,,,,,,,,
2020-06-08,US_NE_31159,39.37,,,,,,,,
2020-06-08,US_NE_31177,57.48,,,,,,,,
2020-06-08,US_NE_31185,61.34,,,,,,,,
2020-06-08,US_NH,38.56,,,,,,,,
2020-06-08,US_NH_33001,83.67,,,,,,,,
2020-06-08,US_NH_33003,63.53,,,,,,,,
2020-06-08,US_NH_33005,35.93,,,,,,,,
2020-06-08,US_NH_33007,61.02,,,,,,,,
2020-06-08,US_NH_33009,18.56,,,,,,,,
2020-06-08,US_NH_33011,30.69,,,,,,,,
2020-06-08,US_NH_33013,20.87,,,,,,,,
2020-06-08,US_NH_33015,47.81,,,,,,,,
2020-06-08,US_NH_33017,42.38,,,,,,,,
2020-06-08,US_NH_33019,48.65,,,,,,,,
2020-06-08,US_NJ,13.57,,,,,,,,
2020-06-08,US_NJ_34001,45.59,,,,,,,,
2020-06-08,US_NJ_34003,-2.35,,,,,,,,
2020-06-08,US_NJ_34005,13.39,,,,,,,,
2020-06-08,US_NJ_34007,20.18,,,,,,,,
2020-06-08,US_NJ_34009,391.15,,,,,,,,
2020-06-08,US_NJ_34011,40.68,,,,,,,,
2020-06-08,US_NJ_34013,-4.7,,,,,,,,
2020-06-08,US_NJ_34015,24.96,,,,,,,,
2020-06-08,US_NJ_34017,-3.67,,,,,,,,
2020-06-08,US_NJ_34019,14.2,,,,,,,,
2020-06-08,US_NJ_34021,-5.5,,,,,,,,
2020-06-08,US_NJ_34023,-0.05,,,,,,,,
2020-06-08,US_NJ_34025,46.94,,,,,,,,
2020-06-08,US_NJ_34027,-1.75,,,,,,,,
2020-06-08,US_NJ_34029,67.2,,,,,,,,
2020-06-08,US_NJ_34031,1.11,,,,,,,,
2020-06-08,US_NJ_34033,38.39,,,,,,,,
2020-06-08,US_NJ_34035,-4.09,,,,,,,,
2020-06-08,US_NJ_34037,35.73,,,,,,,,
2020-06-08,US_NJ_34039,4.4,,,,,,,,
2020-06-08,US_NJ_34041,32.25,,,,,,,,
2020-06-08,US_NM,24.36,,,,,,,,
2020-06-08,US_NM_35001,14.16,,,,,,,,
2020-06-08,US_NM_35005,43.44,,,,,,,,
2020-06-08,US_NM_35006,63.26,,,,,,,,
2020-06-08,US_NM_35007,98.14,,,,,,,,
2020-06-08,US_NM_35009,32.26,,,,,,,,
2020-06-08,US_NM_35013,24.21,,,,,,,,
2020-06-08,US_NM_35015,-11.21,,,,,,,,
2020-06-08,US_NM_35017,50.37,,,,,,,,
2020-06-08,US_NM_35019,55.76,,,,,,,,
2020-06-08,US_NM_35023,33.69,,,,,,,,
2020-06-08,US_NM_35025,5.38,,,,,,,,
2020-06-08,US_NM_35027,64.5,,,,,,,,
2020-06-08,US_NM_35029,24.42,,,,,,,,
2020-06-08,US_NM_35031,48.54,,,,,,,,
2020-06-08,US_NM_35035,38.78,,,,,,,,
2020-06-08,US_NM_35037,55.1,,,,,,,,
2020-06-08,US_NM_35039,51.07,,,,,,,,
2020-06-08,US_NM_35041,24.07,,,,,,,,
2020-06-08,US_NM_35043,32.63,,,,,,,,
2020-06-08,US_NM_35045,69.22,,,,,,,,
2020-06-08,US_NM_35047,54.16,,,,,,,,
2020-06-08,US_NM_35049,29.72,,,,,,,,
2020-06-08,US_NM_35053,2.58,,,,,,,,
2020-06-08,US_NM_35055,50.54,,,,,,,,
2020-06-08,US_NM_35057,53.98,,,,,,,,
2020-06-08,US_NM_35061,37.7,,,,,,,,
2020-06-08,US_NV,18.23,,,,,,,,
2020-06-08,US_NV_32001,86.37,,,,,,,,
2020-06-08,US_NV_32003,12.81,,,,,,,,
2020-06-08,US_NV_32005,47.31,,,,,,,,
2020-06-08,US_NV_32007,125.45,,,,,,,,
2020-06-08,US_NV_32013,148.09,,,,,,,,
2020-06-08,US_NV_32019,47.89,,,,,,,,
2020-06-08,US_NV_32023,67.1,,,,,,,,
2020-06-08,US_NV_32031,37.21,,,,,,,,
2020-06-08,US_NV_32510,44.96,,,,,,,,
2020-06-08,US_NY,-0.33,,,,,,,,
2020-06-08,US_NY_36001,5.56,,,,,,,,
2020-06-08,US_NY_36003,45.16,,,,,,,,
2020-06-08,US_NY_36005,3.88,,,,,,,,
2020-06-08,US_NY_36007,41.31,,,,,,,,
2020-06-08,US_NY_36009,46.43,,,,,,,,
2020-06-08,US_NY_36011,53.07,,,,,,,,
2020-06-08,US_NY_36013,68.5,,,,,,,,
2020-06-08,US_NY_36015,35.53,,,,,,,,
2020-06-08,US_NY_36017,61.89,,,,,,,,
2020-06-08,US_NY_36019,46.3,,,,,,,,
2020-06-08,US_NY_36021,47.11,,,,,,,,
2020-06-08,US_NY_36023,36.65,,,,,,,,
2020-06-08,US_NY_36025,34.54,,,,,,,,
2020-06-08,US_NY_36027,27.01,,,,,,,,
2020-06-08,US_NY_36029,19.61,,,,,,,,
2020-06-08,US_NY_36031,41.52,,,,,,,,
2020-06-08,US_NY_36033,60.57,,,,,,,,
2020-06-08,US_NY_36035,72.46,,,,,,,,
2020-06-08,US_NY_36037,32.2,,,,,,,,
2020-06-08,US_NY_36039,51.61,,,,,,,,
2020-06-08,US_NY_36043,48.49,,,,,,,,
2020-06-08,US_NY_36045,54.46,,,,,,,,
2020-06-08,US_NY_36047,-2.18,,,,,,,,
2020-06-08,US_NY_36049,58.12,,,,,,,,
2020-06-08,US_NY_36051,42.85,,,,,,,,
2020-06-08,US_NY_36053,45,,,,,,,,
2020-06-08,US_NY_36055,22.19,,,,,,,,
2020-06-08,US_NY_36057,39.29,,,,,,,,
2020-06-08,US_NY_36059,2.95,,,,,,,,
2020-06-08,US_NY_36061,-59.08,,,,,,,,
2020-06-08,US_NY_36063,34.39,,,,,,,,
2020-06-08,US_NY_36065,39.63,,,,,,,,
2020-06-08,US_NY_36067,24.29,,,,,,,,
2020-06-08,US_NY_36069,40.85,,,,,,,,
2020-06-08,US_NY_36071,17.95,,,,,,,,
2020-06-08,US_NY_36073,95.79,,,,,,,,
2020-06-08,US_NY_36075,58.83,,,,,,,,
2020-06-08,US_NY_36077,7.53,,,,,,,,
2020-06-08,US_NY_36079,25.39,,,,,,,,
2020-06-08,US_NY_36081,-11.01,,,,,,,,
2020-06-08,US_NY_36083,20.35,,,,,,,,
2020-06-08,US_NY_36085,9.03,,,,,,,,
2020-06-08,US_NY_36087,8.42,,,,,,,,
2020-06-08,US_NY_36089,43.68,,,,,,,,
2020-06-08,US_NY_36091,41.4,,,,,,,,
2020-06-08,US_NY_36093,27.68,,,,,,,,
2020-06-08,US_NY_36095,39.93,,,,,,,,
2020-06-08,US_NY_36097,134.6,,,,,,,,
2020-06-08,US_NY_36099,40.09,,,,,,,,
2020-06-08,US_NY_36101,41.93,,,,,,,,
2020-06-08,US_NY_36103,24.35,,,,,,,,
2020-06-08,US_NY_36105,51.91,,,,,,,,
2020-06-08,US_NY_36107,39.08,,,,,,,,
2020-06-08,US_NY_36109,30,,,,,,,,
2020-06-08,US_NY_36111,31.18,,,,,,,,
2020-06-08,US_NY_36113,68.62,,,,,,,,
2020-06-08,US_NY_36115,43.35,,,,,,,,
2020-06-08,US_NY_36117,62.18,,,,,,,,
2020-06-08,US_NY_36119,-1.14,,,,,,,,
2020-06-08,US_NY_36121,83.03,,,,,,,,
2020-06-08,US_NY_36123,120.3,,,,,,,,
2020-06-08,US_OH,42.07,,,,,,,,
2020-06-08,US_OH_39001,60.04,,,,,,,,
2020-06-08,US_OH_39003,54.75,,,,,,,,
2020-06-08,US_OH_39005,76.3,,,,,,,,
2020-06-08,US_OH_39007,91.76,,,,,,,,
2020-06-08,US_OH_39009,-8.79,,,,,,,,
2020-06-08,US_OH_39011,74.44,,,,,,,,
2020-06-08,US_OH_39013,34.76,,,,,,,,
2020-06-08,US_OH_39015,60.1,,,,,,,,
2020-06-08,US_OH_39017,43.67,,,,,,,,
2020-06-08,US_OH_39019,67.82,,,,,,,,
2020-06-08,US_OH_39021,46.66,,,,,,,,
2020-06-08,US_OH_39023,54.3,,,,,,,,
2020-06-08,US_OH_39025,52.03,,,,,,,,
2020-06-08,US_OH_39027,45.41,,,,,,,,
2020-06-08,US_OH_39029,54.85,,,,,,,,
2020-06-08,US_OH_39031,58.55,,,,,,,,
2020-06-08,US_OH_39033,54.83,,,,,,,,
2020-06-08,US_OH_39035,33.97,,,,,,,,
2020-06-08,US_OH_39037,43.56,,,,,,,,
2020-06-08,US_OH_39039,55.28,,,,,,,,
2020-06-08,US_OH_39041,58.7,,,,,,,,
2020-06-08,US_OH_39043,87.03,,,,,,,,
2020-06-08,US_OH_39045,61,,,,,,,,
2020-06-08,US_OH_39047,46.08,,,,,,,,
2020-06-08,US_OH_39049,24.62,,,,,,,,
2020-06-08,US_OH_39051,60.28,,,,,,,,
2020-06-08,US_OH_39053,50.6,,,,,,,,
2020-06-08,US_OH_39055,57.7,,,,,,,,
2020-06-08,US_OH_39057,43.87,,,,,,,,
2020-06-08,US_OH_39059,56.26,,,,,,,,
2020-06-08,US_OH_39061,22.35,,,,,,,,
2020-06-08,US_OH_39063,47.8,,,,,,,,
2020-06-08,US_OH_39065,26.04,,,,,,,,
2020-06-08,US_OH_39069,58.97,,,,,,,,
2020-06-08,US_OH_39071,78.49,,,,,,,,
2020-06-08,US_OH_39073,146.13,,,,,,,,
2020-06-08,US_OH_39075,86.01,,,,,,,,
2020-06-08,US_OH_39077,63.62,,,,,,,,
2020-06-08,US_OH_39079,74.91,,,,,,,,
2020-06-08,US_OH_39081,39.18,,,,,,,,
2020-06-08,US_OH_39083,72.75,,,,,,,,
2020-06-08,US_OH_39085,65.06,,,,,,,,
2020-06-08,US_OH_39087,70.59,,,,,,,,
2020-06-08,US_OH_39089,46.21,,,,,,,,
2020-06-08,US_OH_39091,80.02,,,,,,,,
2020-06-08,US_OH_39093,59.91,,,,,,,,
2020-06-08,US_OH_39095,53.11,,,,,,,,
2020-06-08,US_OH_39097,52.68,,,,,,,,
2020-06-08,US_OH_39099,52.67,,,,,,,,
2020-06-08,US_OH_39101,62.18,,,,,,,,
2020-06-08,US_OH_39103,63.04,,,,,,,,
2020-06-08,US_OH_39105,66.24,,,,,,,,
2020-06-08,US_OH_39107,71.91,,,,,,,,
2020-06-08,US_OH_39109,55.14,,,,,,,,
2020-06-08,US_OH_39113,49.2,,,,,,,,
2020-06-08,US_OH_39117,57.27,,,,,,,,
2020-06-08,US_OH_39119,55.98,,,,,,,,
2020-06-08,US_OH_39123,213.01,,,,,,,,
2020-06-08,US_OH_39125,48.06,,,,,,,,
2020-06-08,US_OH_39127,59.63,,,,,,,,
2020-06-08,US_OH_39129,55.23,,,,,,,,
2020-06-08,US_OH_39131,63.18,,,,,,,,
2020-06-08,US_OH_39133,31.09,,,,,,,,
2020-06-08,US_OH_39135,70.66,,,,,,,,
2020-06-08,US_OH_39137,53.25,,,,,,,,
2020-06-08,US_OH_39139,57.91,,,,,,,,
2020-06-08,US_OH_39141,60.96,,,,,,,,
2020-06-08,US_OH_39143,48.98,,,,,,,,
2020-06-08,US_OH_39145,44.61,,,,,,,,
2020-06-08,US_OH_39147,57.41,,,,,,,,
2020-06-08,US_OH_39149,50.06,,,,,,,,
2020-06-08,US_OH_39151,58.83,,,,,,,,
2020-06-08,US_OH_39153,45.64,,,,,,,,
2020-06-08,US_OH_39155,54.65,,,,,,,,
2020-06-08,US_OH_39157,66.12,,,,,,,,
2020-06-08,US_OH_39159,56.31,,,,,,,,
2020-06-08,US_OH_39161,61.64,,,,,,,,
2020-06-08,US_OH_39165,52.94,,,,,,,,
2020-06-08,US_OH_39167,52.86,,,,,,,,
2020-06-08,US_OH_39169,49.17,,,,,,,,
2020-06-08,US_OH_39171,67.87,,,,,,,,
2020-06-08,US_OH_39173,45.16,,,,,,,,
2020-06-08,US_OH_39175,71.11,,,,,,,,
2020-06-08,US_OK,37.91,,,,,,,,
2020-06-08,US_OK_40005,83.1,,,,,,,,
2020-06-08,US_OK_40009,43.78,,,,,,,,
2020-06-08,US_OK_40011,20.37,,,,,,,,
2020-06-08,US_OK_40013,65.97,,,,,,,,
2020-06-08,US_OK_40015,52.68,,,,,,,,
2020-06-08,US_OK_40017,42.95,,,,,,,,
2020-06-08,US_OK_40019,71.9,,,,,,,,
2020-06-08,US_OK_40021,49.4,,,,,,,,
2020-06-08,US_OK_40027,20.2,,,,,,,,
2020-06-08,US_OK_40031,72.63,,,,,,,,
2020-06-08,US_OK_40035,59.53,,,,,,,,
2020-06-08,US_OK_40037,50.19,,,,,,,,
2020-06-08,US_OK_40039,28.53,,,,,,,,
2020-06-08,US_OK_40041,97.65,,,,,,,,
2020-06-08,US_OK_40047,54.27,,,,,,,,
2020-06-08,US_OK_40049,39.63,,,,,,,,
2020-06-08,US_OK_40051,23.97,,,,,,,,
2020-06-08,US_OK_40065,58.83,,,,,,,,
2020-06-08,US_OK_40069,13.33,,,,,,,,
2020-06-08,US_OK_40071,52.59,,,,,,,,
2020-06-08,US_OK_40073,45.73,,,,,,,,
2020-06-08,US_OK_40079,41.47,,,,,,,,
2020-06-08,US_OK_40081,37.19,,,,,,,,
2020-06-08,US_OK_40083,49.09,,,,,,,,
2020-06-08,US_OK_40085,50.12,,,,,,,,
2020-06-08,US_OK_40087,39.58,,,,,,,,
2020-06-08,US_OK_40089,191.58,,,,,,,,
2020-06-08,US_OK_40091,79.32,,,,,,,,
2020-06-08,US_OK_40095,98.02,,,,,,,,
2020-06-08,US_OK_40097,72.61,,,,,,,,
2020-06-08,US_OK_40099,104.07,,,,,,,,
2020-06-08,US_OK_40101,49.26,,,,,,,,
2020-06-08,US_OK_40103,35.23,,,,,,,,
2020-06-08,US_OK_40109,31.13,,,,,,,,
2020-06-08,US_OK_40111,32.46,,,,,,,,
2020-06-08,US_OK_40113,69.54,,,,,,,,
2020-06-08,US_OK_40115,41.96,,,,,,,,
2020-06-08,US_OK_40117,25.76,,,,,,,,
2020-06-08,US_OK_40119,-7.47,,,,,,,,
2020-06-08,US_OK_40121,60.45,,,,,,,,
2020-06-08,US_OK_40123,39.63,,,,,,,,
2020-06-08,US_OK_40125,51.22,,,,,,,,
2020-06-08,US_OK_40131,43.56,,,,,,,,
2020-06-08,US_OK_40133,55.43,,,,,,,,
2020-06-08,US_OK_40135,47.49,,,,,,,,
2020-06-08,US_OK_40137,30.42,,,,,,,,
2020-06-08,US_OK_40139,26.25,,,,,,,,
2020-06-08,US_OK_40143,36.21,,,,,,,,
2020-06-08,US_OK_40145,60.21,,,,,,,,
2020-06-08,US_OK_40147,62.67,,,,,,,,
2020-06-08,US_OK_40149,38.49,,,,,,,,
2020-06-08,US_OK_40153,56.24,,,,,,,,
2020-06-08,US_OR,13.65,,,,,,,,
2020-06-08,US_OR_41003,7.22,,,,,,,,
2020-06-08,US_OR_41005,9.44,,,,,,,,
2020-06-08,US_OR_41007,122.94,,,,,,,,
2020-06-08,US_OR_41009,44.63,,,,,,,,
2020-06-08,US_OR_41011,93.73,,,,,,,,
2020-06-08,US_OR_41013,98.71,,,,,,,,
2020-06-08,US_OR_41015,88.51,,,,,,,,
2020-06-08,US_OR_41017,87.22,,,,,,,,
2020-06-08,US_OR_41019,85.05,,,,,,,,
2020-06-08,US_OR_41027,90.44,,,,,,,,
2020-06-08,US_OR_41029,63.02,,,,,,,,
2020-06-08,US_OR_41031,126.96,,,,,,,,
2020-06-08,US_OR_41033,105.21,,,,,,,,
2020-06-08,US_OR_41035,136.87,,,,,,,,
2020-06-08,US_OR_41039,23.36,,,,,,,,
2020-06-08,US_OR_41041,114.29,,,,,,,,
2020-06-08,US_OR_41043,36.45,,,,,,,,
2020-06-08,US_OR_41045,142.87,,,,,,,,
2020-06-08,US_OR_41047,22.51,,,,,,,,
2020-06-08,US_OR_41051,-14.33,,,,,,,,
2020-06-08,US_OR_41053,44.84,,,,,,,,
2020-06-08,US_OR_41057,151.67,,,,,,,,
2020-06-08,US_OR_41059,93.4,,,,,,,,
2020-06-08,US_OR_41061,91.18,,,,,,,,
2020-06-08,US_OR_41065,87.21,,,,,,,,
2020-06-08,US_OR_41067,-1.57,,,,,,,,
2020-06-08,US_OR_41071,33.72,,,,,,,,
2020-06-08,US_PA,22.01,,,,,,,,
2020-06-08,US_PA_42001,37.15,,,,,,,,
2020-06-08,US_PA_42003,16.58,,,,,,,,
2020-06-08,US_PA_42005,66.3,,,,,,,,
2020-06-08,US_PA_42007,37.38,,,,,,,,
2020-06-08,US_PA_42009,57.77,,,,,,,,
2020-06-08,US_PA_42011,32.71,,,,,,,,
2020-06-08,US_PA_42013,50.73,,,,,,,,
