pruid,prname,prnameFR,date,numconf,numprob,numdeaths,numtotal,numtested,numrecover,percentrecover,ratetested,numtoday,percentoday,ratetotal,deathstoday,percentdeath,testedtoday,recoveredtoday,percentactive
59,British Columbia,Colombie-Britannique,22-03-2020,424,0,10,424,22135,N/A,,4365,0,0.00,8.361,0,2.36,1718,,97.64
48,Alberta,Alberta,22-03-2020,259,0,1,259,26999,N/A,,6176,33,14.60,5.925,0,0.39,3939,,99.61
47,Saskatchewan,Saskatchewan,22-03-2020,33,19,0,52,4407,N/A,,3752,8,18.18,4.428,0,0.00,600,,100.00
46,Manitoba,Manitoba,22-03-2020,11,8,0,19,3936,N/A,,2874,0,0.00,1.387,0,0.00,268,,100.00
35,Ontario,Ontario,22-03-2020,425,0,5,425,28570,N/A,,1961,48,12.73,2.918,2,1.18,3100,,98.82
24,Quebec,Québec,22-03-2020,221,0,4,221,8539,N/A,,1006,0,0.00,2.605,0,1.81,0,,98.19
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,22-03-2020,3,6,0,9,299,N/A,,573,3,50.00,1.726,0,0.00,0,,100.00
13,New Brunswick,Nouveau-Brunswick,22-03-2020,9,8,0,17,924,N/A,,1189,0,0.00,2.188,0,0.00,59,,100.00
12,Nova Scotia,Nouvelle-Écosse,22-03-2020,28,0,0,28,2210,N/A,,2275,7,33.33,2.882,0,0.00,254,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,22-03-2020,3,0,0,3,75,N/A,,478,1,50.00,1.911,0,0.00,0,,100.00
60,Yukon,Yukon,22-03-2020,0,0,0,0,416,N/A,,10183,0,0.00,0.000,0,,0,,
61,Northwest Territories,Territoires du Nord-Ouest,22-03-2020,1,0,0,1,301,N/A,,6715,0,0.00,2.231,0,0.00,0,,100.00
62,Nunavut,Nunavut,22-03-2020,0,0,0,0,13,N/A,,335,0,0.00,0.000,0,,3,,
99,Repatriated travellers,Voyageurs rapatriés,22-03-2020,13,0,0,13,29,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,22-03-2020,1430,41,20,1471,98824,N/A,,2629,100,7.29,3.913,2,1.36,9941,,98.64
59,British Columbia,Colombie-Britannique,23-03-2020,472,0,13,472,23460,N/A,,4626,48,11.32,9.307,3,2.75,1325,,97.25
48,Alberta,Alberta,23-03-2020,301,0,1,301,29757,N/A,,6807,42,16.22,6.886,0,0.33,2758,,99.67
47,Saskatchewan,Saskatchewan,23-03-2020,65,1,0,66,5130,N/A,,4368,14,26.92,5.620,0,0.00,723,,100.00
46,Manitoba,Manitoba,23-03-2020,11,9,0,20,4133,N/A,,3018,1,5.26,1.460,0,0.00,197,,100.00
35,Ontario,Ontario,23-03-2020,503,0,6,503,30688,N/A,,2107,78,18.35,3.453,1,1.19,2118,,98.81
24,Quebec,Québec,23-03-2020,221,407,4,628,8539,N/A,,1006,407,184.16,7.401,0,0.64,0,,99.36
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-03-2020,4,20,0,24,894,N/A,,1714,15,166.67,4.602,0,0.00,595,,100.00
13,New Brunswick,Nouveau-Brunswick,23-03-2020,9,8,0,17,1139,N/A,,1466,0,0.00,2.188,0,0.00,215,,100.00
12,Nova Scotia,Nouvelle-Écosse,23-03-2020,41,0,0,41,2408,N/A,,2479,13,46.43,4.221,0,0.00,198,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,23-03-2020,3,0,0,3,206,N/A,,1313,0,0.00,1.911,0,0.00,131,,100.00
60,Yukon,Yukon,23-03-2020,2,0,0,2,416,N/A,,10183,0,0.00,4.895,0,0.00,0,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,23-03-2020,1,0,0,1,364,N/A,,8120,0,0.00,2.231,0,0.00,63,,100.00
62,Nunavut,Nunavut,23-03-2020,0,0,0,0,13,N/A,,335,0,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,23-03-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,47,,100.00
1,Canada,Canada,23-03-2020,1646,445,24,2091,107147,N/A,,2850,620,42.15,5.563,4,1.15,8323,,98.85
59,British Columbia,Colombie-Britannique,24-03-2020,617,0,13,617,26305,N/A,,5187,145,30.72,12.166,0,2.11,2845,,97.89
48,Alberta,Alberta,24-03-2020,358,0,2,358,32776,N/A,,7498,57,18.94,8.190,1,0.56,3019,,99.44
47,Saskatchewan,Saskatchewan,24-03-2020,72,0,0,72,5604,N/A,,4772,6,9.09,6.130,0,0.00,474,,100.00
46,Manitoba,Manitoba,24-03-2020,11,10,0,21,4406,N/A,,3217,1,5.00,1.533,0,0.00,273,,100.00
35,Ontario,Ontario,24-03-2020,588,0,8,588,34727,N/A,,2384,85,16.90,4.037,2,1.36,4039,,98.64
24,Quebec,Québec,24-03-2020,221,792,4,1013,15071,N/A,,1776,385,61.31,11.939,0,0.39,6532,,99.61
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,24-03-2020,4,31,0,35,1087,N/A,,2084,11,45.83,6.711,0,0.00,193,,100.00
13,New Brunswick,Nouveau-Brunswick,24-03-2020,18,0,0,18,1261,N/A,,1623,1,5.88,2.317,0,0.00,122,,100.00
12,Nova Scotia,Nouvelle-Écosse,24-03-2020,51,0,0,51,2641,N/A,,2719,10,24.39,5.250,0,0.00,233,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,24-03-2020,3,0,0,3,206,N/A,,1313,0,0.00,1.911,0,0.00,0,,100.00
60,Yukon,Yukon,24-03-2020,2,0,0,2,416,N/A,,10183,0,0.00,4.895,0,0.00,0,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,24-03-2020,1,0,0,1,481,N/A,,10730,0,0.00,2.231,0,0.00,117,,100.00
62,Nunavut,Nunavut,24-03-2020,0,0,0,0,81,N/A,,2089,0,0.00,0.000,0,,68,,
99,Repatriated travellers,Voyageurs rapatriés,24-03-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,24-03-2020,1959,833,27,2792,125062,N/A,,3327,701,33.52,7.428,3,0.97,17915,,99.03
59,British Columbia,Colombie-Britannique,25-03-2020,659,0,14,659,28344,N/A,,5589,42,6.81,12.995,1,2.12,2039,,97.88
48,Alberta,Alberta,25-03-2020,419,0,2,419,35508,N/A,,8123,61,17.04,9.585,0,0.48,2732,,99.52
47,Saskatchewan,Saskatchewan,25-03-2020,86,0,0,86,6111,N/A,,5203,14,19.44,7.323,0,0.00,507,,100.00
46,Manitoba,Manitoba,25-03-2020,11,24,0,35,4740,N/A,,3461,14,66.67,2.556,0,0.00,334,,100.00
35,Ontario,Ontario,25-03-2020,688,0,13,688,38040,N/A,,2611,100,17.01,4.723,5,1.89,3313,,98.11
24,Quebec,Québec,25-03-2020,1339,0,6,1339,27828,N/A,,3280,326,32.18,15.781,2,0.45,12757,,99.55
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-03-2020,67,0,0,67,1235,N/A,,2368,32,91.43,12.847,0,0.00,148,,100.00
13,New Brunswick,Nouveau-Brunswick,25-03-2020,26,0,0,26,1680,N/A,,2163,8,44.44,3.347,0,0.00,419,,100.00
12,Nova Scotia,Nouvelle-Écosse,25-03-2020,68,0,0,68,3008,N/A,,3097,17,33.33,7.000,0,0.00,367,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,25-03-2020,5,0,0,5,301,N/A,,1918,2,66.67,3.186,0,0.00,95,,100.00
60,Yukon,Yukon,25-03-2020,3,0,0,3,416,N/A,,10183,0,0.00,7.343,0,0.00,0,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,25-03-2020,1,0,0,1,481,N/A,,10730,0,0.00,2.231,0,0.00,0,,100.00
62,Nunavut,Nunavut,25-03-2020,0,0,0,0,97,N/A,,2501,0,0.00,0.000,0,,16,,
99,Repatriated travellers,Voyageurs rapatriés,25-03-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,25-03-2020,3385,24,35,3409,147789,N/A,,3932,617,22.10,9.069,8,1.03,22727,,98.97
59,British Columbia,Colombie-Britannique,26-03-2020,725,0,14,725,30238,186,25.66,5963,66,10.02,14.296,0,1.93,1894,,72.41
48,Alberta,Alberta,26-03-2020,486,0,2,486,36600,27,5.56,8373,67,15.99,11.118,0,0.41,1092,,94.03
47,Saskatchewan,Saskatchewan,26-03-2020,95,0,0,95,6729,3,3.16,5729,9,10.47,8.089,0,0.00,618,,96.84
46,Manitoba,Manitoba,26-03-2020,11,25,0,36,5429,1,2.78,3964,1,2.86,2.629,0,0.00,689,,97.22
35,Ontario,Ontario,26-03-2020,858,0,15,858,41217,8,0.93,2830,170,24.71,5.890,2,1.75,3177,,97.32
24,Quebec,Québec,26-03-2020,1629,0,8,1629,33311,2,0.12,3926,290,21.66,19.199,2,0.49,5483,,99.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,26-03-2020,82,0,0,82,1447,N/A,,2774,15,22.39,15.723,0,0.00,212,,100.00
13,New Brunswick,Nouveau-Brunswick,26-03-2020,33,0,0,33,1849,N/A,,2380,7,26.92,4.248,0,0.00,169,,100.00
12,Nova Scotia,Nouvelle-Écosse,26-03-2020,73,0,0,73,3417,2,2.74,3518,5,7.35,7.515,0,0.00,409,,97.26
11,Prince Edward Island,Île-du-Prince-Édouard,26-03-2020,9,0,0,9,353,1,11.11,2249,4,80.00,5.734,0,0.00,52,,88.89
60,Yukon,Yukon,26-03-2020,3,0,0,3,416,N/A,,10183,0,0.00,7.343,0,0.00,0,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,26-03-2020,1,0,0,1,481,N/A,,10730,0,0.00,2.231,0,0.00,0,,100.00
62,Nunavut,Nunavut,26-03-2020,0,0,0,0,116,N/A,,2991,0,0.00,0.000,0,,19,,
99,Repatriated travellers,Voyageurs rapatriés,26-03-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,26-03-2020,4018,25,39,4043,161603,230,5.69,4299,634,18.60,10.756,4,0.96,13814,,93.35
59,British Columbia,Colombie-Britannique,27-03-2020,725,0,14,725,31536,186,25.66,6218,0,0.00,14.296,0,1.93,1298,0,72.41
48,Alberta,Alberta,27-03-2020,542,0,2,542,38215,27,4.98,8742,56,11.52,12.399,0,0.37,1615,0,94.65
47,Saskatchewan,Saskatchewan,27-03-2020,104,0,0,104,7360,3,2.88,6267,9,9.47,8.855,0,0.00,631,0,97.12
46,Manitoba,Manitoba,27-03-2020,25,14,1,39,6022,1,2.56,4397,3,8.33,2.848,1,2.56,593,0,94.87
35,Ontario,Ontario,27-03-2020,993,0,18,993,43651,8,0.81,2997,135,15.73,6.817,3,1.81,2434,0,97.38
24,Quebec,Québec,27-03-2020,2021,0,18,2021,34356,29,1.43,4049,392,24.06,23.819,10,0.89,1045,27,97.67
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-03-2020,102,0,0,102,1684,N/A,,3229,20,24.39,19.557,0,0.00,237,,100.00
13,New Brunswick,Nouveau-Brunswick,27-03-2020,45,0,0,45,2179,1,2.22,2805,12,36.36,5.793,0,0.00,330,,97.78
12,Nova Scotia,Nouvelle-Écosse,27-03-2020,90,0,0,90,3946,2,2.22,4062,17,23.29,9.265,0,0.00,529,0,97.78
11,Prince Edward Island,Île-du-Prince-Édouard,27-03-2020,11,0,0,11,422,1,9.09,2689,2,22.22,7.009,0,0.00,69,0,90.91
60,Yukon,Yukon,27-03-2020,3,0,0,3,603,N/A,,14760,0,0.00,7.343,0,0.00,187,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,27-03-2020,1,0,0,1,545,N/A,,12158,0,0.00,2.231,0,0.00,64,,100.00
62,Nunavut,Nunavut,27-03-2020,0,0,0,0,125,N/A,,3223,0,0.00,0.000,0,,9,,
99,Repatriated travellers,Voyageurs rapatriés,27-03-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,27-03-2020,4675,14,53,4689,170644,256,5.46,4540,646,15.98,12.474,14,1.13,9041,26,93.41
59,British Columbia,Colombie-Britannique,28-03-2020,884,0,16,884,31536,396,44.80,6218,159,21.93,17.431,2,1.81,0,210,53.39
48,Alberta,Alberta,28-03-2020,542,0,2,542,38215,53,9.78,8742,0,0.00,12.399,0,0.37,0,26,89.85
47,Saskatchewan,Saskatchewan,28-03-2020,134,0,0,134,8009,3,2.24,6819,30,28.85,11.409,0,0.00,649,0,97.76
46,Manitoba,Manitoba,28-03-2020,25,39,1,64,6931,1,1.56,5061,25,64.10,4.673,0,1.56,909,0,96.88
35,Ontario,Ontario,28-03-2020,993,0,18,993,45836,8,0.81,3147,0,0.00,6.817,0,1.81,2185,0,97.38
24,Quebec,Québec,28-03-2020,2498,0,22,2498,46087,29,1.16,5432,477,23.60,29.440,4,0.88,11731,0,97.96
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,28-03-2020,120,0,0,120,1907,4,3.33,3656,18,17.65,23.009,0,0.00,223,,96.67
13,New Brunswick,Nouveau-Brunswick,28-03-2020,51,0,0,51,2512,2,3.92,3234,6,13.33,6.565,0,0.00,333,1,96.08
12,Nova Scotia,Nouvelle-Écosse,28-03-2020,110,0,0,110,4487,4,3.64,4619,20,22.22,11.324,0,0.00,541,2,96.36
11,Prince Edward Island,Île-du-Prince-Édouard,28-03-2020,11,0,0,11,422,1,9.09,2689,0,0.00,7.009,0,0.00,0,0,90.91
60,Yukon,Yukon,28-03-2020,4,0,0,4,641,N/A,,15690,0,0.00,9.791,0,0.00,38,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,28-03-2020,1,0,0,1,740,N/A,,16508,0,0.00,2.231,0,0.00,195,,100.00
62,Nunavut,Nunavut,28-03-2020,0,0,0,0,125,N/A,,3223,0,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,28-03-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,28-03-2020,5386,39,59,5425,187448,502,9.25,4987,736,15.70,14.432,6,1.09,16804,246,89.66
59,British Columbia,Colombie-Britannique,29-03-2020,884,0,17,884,33476,396,44.80,6601,0,0.00,17.431,1,1.92,1940,0,53.28
48,Alberta,Alberta,29-03-2020,621,0,2,621,44097,73,11.76,10088,79,14.58,14.206,0,0.32,5882,20,87.92
47,Saskatchewan,Saskatchewan,29-03-2020,134,0,0,134,8822,4,2.99,7512,0,0.00,11.409,0,0.00,813,1,97.01
46,Manitoba,Manitoba,29-03-2020,69,3,1,72,7876,1,1.39,5751,8,12.50,5.258,0,1.39,945,0,97.22
35,Ontario,Ontario,29-03-2020,1355,0,19,1355,52002,8,0.59,3570,362,36.46,9.302,1,1.40,6166,0,98.01
24,Quebec,Québec,29-03-2020,2840,0,22,2840,52204,29,1.02,6153,342,13.69,33.471,0,0.77,6117,0,98.20
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,29-03-2020,135,0,0,135,2107,4,2.96,4040,15,12.50,25.885,0,0.00,200,0,97.04
13,New Brunswick,Nouveau-Brunswick,29-03-2020,66,0,0,66,2847,2,3.03,3665,15,29.41,8.496,0,0.00,335,0,96.97
12,Nova Scotia,Nouvelle-Écosse,29-03-2020,122,0,0,122,4984,4,3.28,5131,12,10.91,12.559,0,0.00,497,0,96.72
11,Prince Edward Island,Île-du-Prince-Édouard,29-03-2020,11,0,0,11,477,1,9.09,3039,0,0.00,7.009,0,0.00,55,0,90.91
60,Yukon,Yukon,29-03-2020,4,0,0,4,678,N/A,,16596,0,0.00,9.791,0,0.00,37,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,29-03-2020,1,0,0,1,740,N/A,,16508,0,0.00,2.231,0,0.00,0,,100.00
62,Nunavut,Nunavut,29-03-2020,0,0,0,0,125,N/A,,3223,0,0.00,0.000,0,,0,,
99,Repatriated travellers,Voyageurs rapatriés,29-03-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,29-03-2020,6255,3,61,6258,210435,522,8.34,5598,833,15.35,16.648,2,0.97,22987,20,90.68
59,British Columbia,Colombie-Britannique,30-03-2020,960,0,19,960,34969,469,48.85,6895,76,8.60,18.930,2,1.98,1493,73,49.17
48,Alberta,Alberta,30-03-2020,690,0,8,690,46057,94,13.62,10536,69,11.11,15.785,6,1.16,1960,21,85.22
47,Saskatchewan,Saskatchewan,30-03-2020,175,0,2,175,9372,14,8.00,7980,41,30.60,14.900,2,1.14,550,10,90.86
46,Manitoba,Manitoba,30-03-2020,83,13,1,96,8326,2,2.08,6080,24,33.33,7.010,0,1.04,450,1,96.88
35,Ontario,Ontario,30-03-2020,1706,0,33,1706,54112,431,25.26,3715,351,25.90,11.712,14,1.93,2110,423,72.80
24,Quebec,Québec,30-03-2020,3430,0,25,3430,59715,29,0.85,7038,590,20.77,40.424,3,0.73,7511,0,98.43
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-03-2020,148,0,1,148,2332,7,4.73,4471,13,9.63,28.377,1,0.68,225,3,94.59
13,New Brunswick,Nouveau-Brunswick,30-03-2020,68,0,0,68,3267,2,2.94,4206,2,3.03,8.754,0,0.00,420,0,97.06
12,Nova Scotia,Nouvelle-Écosse,30-03-2020,127,0,0,127,5492,10,7.87,5654,5,4.10,13.074,0,0.00,508,6,92.13
11,Prince Edward Island,Île-du-Prince-Édouard,30-03-2020,18,0,0,18,477,1,5.56,3039,7,63.64,11.469,0,0.00,0,0,94.44
60,Yukon,Yukon,30-03-2020,5,0,0,5,688,N/A,,16840,1,25.00,12.239,0,0.00,10,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,30-03-2020,1,0,0,1,740,N/A,,16508,0,0.00,2.231,0,0.00,0,,100.00
62,Nunavut,Nunavut,30-03-2020,0,0,0,0,158,N/A,,4074,0,0.00,0.000,0,,33,,
99,Repatriated travellers,Voyageurs rapatriés,30-03-2020,13,0,0,13,76,9,69.23,,0,0.00,,0,0.00,0,,30.77
1,Canada,Canada,30-03-2020,7424,13,89,7437,225705,1068,14.36,6005,1179,18.84,19.785,28,1.20,15270,546,84.44
59,British Columbia,Colombie-Britannique,31-03-2020,970,0,19,970,36024,507,52.27,7103,10,1.04,19.127,0,1.96,1055,38,45.77
48,Alberta,Alberta,31-03-2020,754,0,9,754,48692,120,15.92,11139,64,9.28,17.249,1,1.19,2635,26,82.89
47,Saskatchewan,Saskatchewan,31-03-2020,184,0,2,184,9372,21,11.41,7980,9,5.14,15.667,0,1.09,0,7,87.50
46,Manitoba,Manitoba,31-03-2020,91,12,1,103,8629,4,3.88,6301,7,7.29,7.521,0,0.97,303,2,95.15
35,Ontario,Ontario,31-03-2020,1966,0,33,1966,55909,534,27.16,3838,260,15.24,13.497,0,1.68,1797,103,71.16
24,Quebec,Québec,31-03-2020,4162,0,31,4162,67540,29,0.70,7960,732,21.34,49.051,6,0.74,7825,0,98.56
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,31-03-2020,152,0,1,152,2500,7,4.61,4793,4,2.70,29.144,0,0.66,168,0,94.74
13,New Brunswick,Nouveau-Brunswick,31-03-2020,70,0,0,70,3630,9,12.86,4673,2,2.94,9.011,0,0.00,363,7,87.14
12,Nova Scotia,Nouvelle-Écosse,31-03-2020,147,0,0,147,6614,10,6.80,6809,20,15.75,15.133,0,0.00,1122,0,93.20
11,Prince Edward Island,Île-du-Prince-Édouard,31-03-2020,21,0,0,21,551,1,4.76,3511,3,16.67,13.380,0,0.00,74,0,95.24
60,Yukon,Yukon,31-03-2020,5,0,0,5,702,N/A,,17183,0,0.00,12.239,0,0.00,14,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,31-03-2020,1,0,0,1,808,N/A,,18025,0,0.00,2.231,0,0.00,68,,100.00
62,Nunavut,Nunavut,31-03-2020,0,0,0,0,167,N/A,,4306,0,0.00,0.000,0,,9,,
99,Repatriated travellers,Voyageurs rapatriés,31-03-2020,13,0,0,13,76,12,92.31,,0,0.00,,0,0.00,0,3,7.69
1,Canada,Canada,31-03-2020,8536,12,96,8548,241138,1254,14.67,6415,1111,14.94,22.741,7,1.12,15433,186,84.21
59,British Columbia,Colombie-Britannique,01-04-2020,1066,0,25,1066,36364,606,56.85,7170,96,9.90,21.020,6,2.35,340,99,40.81
48,Alberta,Alberta,01-04-2020,754,0,9,754,53141,142,18.83,12157,0,0.00,17.249,0,1.19,4449,22,79.97
47,Saskatchewan,Saskatchewan,01-04-2020,193,0,3,193,10202,30,15.54,8687,9,4.89,16.433,1,1.55,830,9,82.90
46,Manitoba,Manitoba,01-04-2020,109,18,1,127,9811,4,3.15,7164,24,23.30,9.274,0,0.79,1182,0,96.06
35,Ontario,Ontario,01-04-2020,2392,0,37,2392,61009,689,28.80,4188,426,21.67,16.421,4,1.55,5100,155,69.65
24,Quebec,Québec,01-04-2020,4611,0,33,4611,69711,29,0.63,8216,449,10.79,54.343,2,0.72,2171,0,98.66
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,01-04-2020,175,0,1,175,2762,10,5.71,5296,23,15.13,33.554,0,0.57,262,3,93.71
13,New Brunswick,Nouveau-Brunswick,01-04-2020,81,0,0,81,4121,14,17.28,5305,11,15.71,10.427,0,0.00,491,5,82.72
12,Nova Scotia,Nouvelle-Écosse,01-04-2020,173,0,0,173,7405,11,6.36,7623,26,17.69,17.809,0,0.00,791,1,93.64
11,Prince Edward Island,Île-du-Prince-Édouard,01-04-2020,21,0,0,21,551,3,14.29,3511,0,0.00,13.380,0,0.00,0,2,85.71
60,Yukon,Yukon,01-04-2020,5,0,0,5,722,3,60.00,17673,0,0.00,12.239,0,0.00,20,,40.00
61,Northwest Territories,Territoires du Nord-Ouest,01-04-2020,2,0,0,2,951,N/A,,21215,1,100.00,4.462,0,0.00,143,,100.00
62,Nunavut,Nunavut,01-04-2020,0,0,0,0,183,N/A,,4719,0,0.00,0.000,0,,16,,
99,Repatriated travellers,Voyageurs rapatriés,01-04-2020,13,0,0,13,76,12,92.31,,0,0.00,,0,0.00,0,0,7.69
1,Canada,Canada,01-04-2020,9595,18,109,9613,256933,1553,16.16,6835,1065,12.46,25.574,13,1.13,15795,299,82.71
59,British Columbia,Colombie-Britannique,02-04-2020,1121,0,31,1121,36966,641,57.18,7289,55,5.16,22.105,6,2.77,602,35,40.05
48,Alberta,Alberta,02-04-2020,968,0,13,968,57096,174,17.98,13062,214,28.38,22.144,4,1.34,3955,32,80.68
47,Saskatchewan,Saskatchewan,02-04-2020,206,0,3,206,11034,36,17.48,9395,13,6.74,17.540,0,1.46,832,6,81.07
46,Manitoba,Manitoba,02-04-2020,152,15,1,167,11098,11,6.59,8104,40,31.50,12.195,0,0.60,1287,7,92.81
35,Ontario,Ontario,02-04-2020,2793,0,53,2793,64785,831,29.75,4448,401,16.76,19.174,16,1.90,3776,142,68.35
24,Quebec,Québec,02-04-2020,5518,0,36,5518,74542,224,4.06,8785,907,19.67,65.033,3,0.65,4831,195,95.29
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-04-2020,183,0,1,183,2904,10,5.46,5568,8,4.57,35.088,0,0.55,142,0,93.99
13,New Brunswick,Nouveau-Brunswick,02-04-2020,91,0,0,91,4625,22,24.18,5954,10,12.35,11.714,0,0.00,504,8,75.82
12,Nova Scotia,Nouvelle-Écosse,02-04-2020,193,0,0,193,8059,16,8.29,8296,20,11.56,19.868,0,0.00,654,5,91.71
11,Prince Edward Island,Île-du-Prince-Édouard,02-04-2020,22,0,0,22,653,3,13.64,4161,1,4.76,14.017,0,0.00,102,0,86.36
60,Yukon,Yukon,02-04-2020,6,0,0,6,742,3,50.00,18162,1,20.00,14.686,0,0.00,20,0,50.00
61,Northwest Territories,Territoires du Nord-Ouest,02-04-2020,2,0,0,2,969,N/A,,21617,0,0.00,4.462,0,0.00,18,,100.00
62,Nunavut,Nunavut,02-04-2020,0,0,0,0,193,N/A,,4977,0,0.00,0.000,0,,10,,
99,Repatriated travellers,Voyageurs rapatriés,02-04-2020,13,0,0,13,76,12,92.31,,0,0.00,,0,0.00,0,0,7.69
1,Canada,Canada,02-04-2020,11268,15,138,11283,273666,1983,17.58,7280,1670,17.37,30.017,29,1.22,16733,430,81.20
59,British Columbia,Colombie-Britannique,03-04-2020,1174,0,35,1174,39926,641,54.60,7873,53,4.73,23.150,4,2.98,2960,0,42.42
48,Alberta,Alberta,03-04-2020,1075,0,18,1075,60508,N/A,,13842,107,11.05,24.592,5,1.67,3412,,98.33
47,Saskatchewan,Saskatchewan,03-04-2020,220,0,3,220,11720,N/A,,9979,14,6.80,18.732,0,1.36,686,,98.64
46,Manitoba,Manitoba,03-04-2020,164,18,2,182,11650,N/A,,8507,15,8.98,13.290,1,1.10,552,,98.90
35,Ontario,Ontario,03-04-2020,3255,0,67,3255,67998,N/A,,4668,462,16.54,22.346,14,2.06,3213,,97.94
24,Quebec,Québec,03-04-2020,6101,0,61,6101,83570,N/A,,9849,583,10.57,71.904,25,1.00,9028,,99.00
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,03-04-2020,183,0,1,183,3136,N/A,,6013,0,0.00,35.088,0,0.55,232,,99.45
13,New Brunswick,Nouveau-Brunswick,03-04-2020,95,0,0,95,5036,N/A,,6483,4,4.40,12.229,0,0.00,411,,100.00
12,Nova Scotia,Nouvelle-Écosse,03-04-2020,207,0,0,207,8799,N/A,,9058,14,7.25,21.310,0,0.00,740,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,03-04-2020,22,0,0,22,653,N/A,,4161,0,0.00,14.017,0,0.00,0,,100.00
60,Yukon,Yukon,03-04-2020,6,0,0,6,753,N/A,,18431,0,0.00,14.686,0,0.00,11,,100.00
61,Northwest Territories,Territoires du Nord-Ouest,03-04-2020,4,0,0,4,1109,N/A,,24740,2,100.00,8.923,0,0.00,140,,100.00
62,Nunavut,Nunavut,03-04-2020,0,0,0,0,207,N/A,,5338,0,0.00,0.000,0,,14,,
99,Repatriated travellers,Voyageurs rapatriés,03-04-2020,13,0,0,13,76,N/A,,,0,0.00,,0,0.00,0,,100.00
1,Canada,Canada,03-04-2020,12519,18,187,12537,295065,N/A,,7850,1254,11.11,33.353,49,1.49,21399,,98.51
59,British Columbia,Colombie-Britannique,04-04-2020,1203,0,38,1203,40771,705,58.60,8039,29,2.47,23.722,3,3.16,845,64,38.24
48,Alberta,Alberta,04-04-2020,1075,0,18,1075,62520,N/A,,14302,0,0.00,24.592,0,1.67,2012,,98.33
47,Saskatchewan,Saskatchewan,04-04-2020,231,0,3,231,12244,N/A,,10425,11,5.00,19.669,0,1.30,524,,98.70
46,Manitoba,Manitoba,04-04-2020,172,22,2,194,12191,N/A,,8902,12,6.59,14.166,0,1.03,541,,98.97
35,Ontario,Ontario,04-04-2020,3630,0,94,3630,72674,N/A,,4989,375,11.52,24.920,27,2.59,4676,,97.41
24,Quebec,Québec,04-04-2020,6997,0,75,6997,90227,N/A,,10634,896,14.69,82.464,14,1.07,6657,,98.93
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-04-2020,195,0,1,195,3345,N/A,,6414,12,6.56,37.389,0,0.51,209,,99.49
13,New Brunswick,Nouveau-Brunswick,04-04-2020,98,0,0,98,5297,N/A,,6819,3,3.16,12.615,0,0.00,261,,100.00
12,Nova Scotia,Nouvelle-Écosse,04-04-2020,236,0,0,236,9722,N/A,,10008,29,14.01,24.295,0,0.00,923,,100.00
11,Prince Edward Island,Île-du-Prince-Édouard,04-04-2020,22,0,0,22,839,N/A,,5346,0,0.00,14.017,0,0.00,186,,100.00
60,Yukon,Yukon,04-04-2020,6,0,0,6,765,N/A,,18725,0,0.00,14.686,0,0.00,12,,100.00
